200,Science,Fiction,Science,,,
199,Science,Fiction,Science,,,
198,Science,Fiction,Science,,,
197,Science,Science,Fiction,,,
196,Science,Fiction,Science,,,
195,Fiction,Science,Science,,,
194,Science,Fiction,Science,,,
193,Science,Fiction,Science,,,
192,Fiction,Science,Science,,,
191,Fiction,Science,Science,,,
190,Science,Science,Fiction,,,
189,Science,Science,Fiction,,,
188,Fiction,Science,Science,,,
187,Science,Fiction,Science,,,
186,Science,Science,Fiction,Science,,
185,Fiction,Science,Science,,,
184,Fiction,Science,Science,,,
183,Science,Science,Fiction,Science,,
182,Science,Science,Fiction,,,
181,Science,Fiction,Science,,,
180,,,,,, [missing S/F?]
179,Fiction,Science,Science,,,
178,Science,Science,Fiction,,,
177,Science,Fiction,Science,,,
176,Science,Science,Fiction,,,
175,Science,Science,Fiction,,,
174,Fiction,Fiction,Science,Fiction,,
173,Fiction,Science,Science,,,
172,Fiction,Science,Science,,,
171,Fiction,Science,Science,,,
170,Science,Science,Fiction,,,
169,Science,Science,Fiction,,,
168,Science,Fiction,Science,,,
167,Fiction,Science,Science,,,
166,Science,Fiction,Science,,,
165,Science,Science,Fiction,,,
164,Science,Fiction,Science,,,
163,Science,Fiction,Science,,,
162,,,,,, [website error?]
161,Fiction,Science,Science,,,
160,Science,Science,Fiction,,,
159,Science,Fiction,Science,,,
158,Fiction,Science,Science,,,
157,Fiction,Science,Science,,,
156,Science,Fiction,Science,,,
155,Science,Science,Fiction,,,
154,Fiction,Science,Science,,,
153,Fiction,Science,Science,,,
152,Science,Science,Fiction,,,
151,Science,Science,Fiction,,,
150,Fiction,Science,Science,,,
149,Science,Science,Fiction,,,
148,Fiction,Science,Science,,,
147,Science,Science,Fiction,,,
146,Science,Fiction,Science,,,
145,Science,Fiction,Science,,,
144,Fiction,Science,Science,,,
143,Science,Science,Fiction,,,
142,Science,Fiction,Science,,,
141,{2},,,,,
140,Science,Fiction,Science,Science,,
139,Science,Science,Fiction,,,
138,Science,Science,Fiction,,,
137,Science,Science,Fiction,,,
136,Science,Fiction,Science,,,
135,Science,Science,Fiction,,,
134,Fiction,Science,Science,,,
133,Science,Fiction,Science,,,
132,Fiction,Science,Science,,,
131,Fiction,Science,Science,,,
130,Science,Science,Fiction,,,
129,Science,Fiction,Science,,,
128,Science,Fiction,Science,,,
127,,,,,, [missing S/F?]
126,Fiction,Science,Science,Science,,
125,Science,Science,Fiction,,,
124,Science,Science,Fiction,,,
123,Fiction,Science,Science,,,
122,Fiction,Science,Science,,,
121,Science,Science,Fiction,,,
120,Fiction,Science,Science,,,
119,Fiction,Science,Science,,,
118,Science,Fiction,Science,,,
117,Science,Fiction,Science,,,
116,Science,Science,Fiction,,,
115,Fiction,Science,Science,,,
114,Science,Science,Fiction,,,
113,Fiction,Science,Science,,,
112,Fiction,Science,Science,,,
111,Science,Fiction,Science,,,
110,Fiction,Science,Science,,,
109,,,,,, [missing S/F?]
108,Science,Science,Fiction,,,
107,Science,Fiction,Science,,,
106,Fiction,Science,Science,,,
105,Fiction,Science,Science,,,
104,,,,,, [missing S/F?]
103,Fiction,Science,Science,,,
102,Science,Science,Fiction,,,
101,{2},,,,,
100,Fiction,Science,Science,,,
99,Science,Fiction,Science,,,
98,Science,Science,Fiction,,,
97,Science,Fiction,Science,,,
96,Fiction,Science,Science,,,
95,Science,Science,Fiction,,,
94,Fiction,Science,Science,,,
93,Science,Science,Fiction,,,
92,Science,Fiction,Science,,,
91,Science,Fiction,Science,,,
90,Science,Science,Fiction,,,
89,Fiction,Science,Science,,,
88,Fiction,Science,Science,,,
87,Science,Science,Fiction,,,
86,Science,Fiction,Science,,,
85,Science,Science,Fiction,,,
84,Science,Science,Fiction,,,
83,Fiction,Science,Science,,,
82,Fiction,Science,Science,,,
81,Science,Science,Fiction,,,
80,Science,Fiction,Science,,,
79,Fiction,Science,Science,Science,,
78,Science,Science,Fiction,,,
77,Science,Fiction,Science,Science,,
76,Fiction,Science,Science,,,
75,,,,,, [missing S/F?]
74,Fiction,Science,Science,,,
73,Fiction,Science,Science,,,
72,Science,Fiction,Science,,,
71,Science,Science,Fiction,,,
70,Science,Fiction,Science,Science,,
69,Fiction,Science,Science,,,
68,Science,Science,Science,Fiction,,
67,Science,Fiction,Science,,,
66,Science,Fiction,Science,,,
65,Fiction,Science,Science,,,
64,Science,Science,Fiction,,,
63,Science,Science,Fiction,,,
62,Science,Fiction,Science,,,
61,Fiction,Science,Science,,,
60,Science,Fiction,Science,,,
59,Fiction,Science,Science,,,
58,Science,Science,Fiction,,,
57,Science,Fiction,Science,,,
56,Fiction,Science,Science,,,
55,Science,Fiction,Science,,,
54,Science,Science,Fiction,,,
53,Fiction,Science,Fiction,Fiction,,
52,Science,Fiction,Science,,,
51,Fiction,Science,Science,,,
50,Fiction,Science,Science,,,
49,Science,Fiction,Science,,,
48,Science,Science,Fiction,,,
47,Fiction,Science,Science,,,
46,Science,Fiction,Science,,,
45,Science,Fiction,Science,,,
44,,,,,, [missing S/F?]
43,Science,Fiction,Science,,,
42,,,,,, [missing S/F?]
41,,,,,, [missing S/F?]
40,,,,,, [missing S/F?]
39,,,,,, [missing S/F?]
38,,,,,, [missing S/F?]
37,,,,,, [missing S/F?]
36,,,,,, [missing S/F?]
35,,,,,, [missing S/F?]
34,,,,,, [missing S/F?]
33,,,,,, [missing S/F?]
32,,,,,, [missing S/F?]
31,,,,,, [missing S/F?]
30,,,,,, [missing S/F?]
29,,,,,, [missing S/F?]
28,Science,Fiction,Science,,,
27,,,,,, [missing S/F?]
26,,,,,, [missing S/F?]
25,Science,Science,Fiction,,,
24,,,,,, [missing S/F?]
23,,,,,, [missing S/F?]
22,Fiction,Science,Science,,,
21,,,,,, [missing S/F?]
20,,,,,, [missing S/F?]
19,,,,,, [missing S/F?]
18,,,,,, [missing S/F?]
17,,,,,, [missing S/F?]
16,,,,,, [missing S/F?]
15,,,,,, [missing S/F?]
14,,,,,, [missing S/F?]
13,,,,,, [missing S/F?]
12,,,,,, [missing S/F?]
11,,,,,, [missing S/F?]
10,,,,,, [missing S/F?]
9,,,,,, [missing S/F?]
8,,,,,, [missing S/F?]
7,,,,,, [missing S/F?]
6,,,,,, [missing S/F?]
5,,,,,, [missing S/F?]
4,Fiction,Science,Science,,,
3,Science,Fiction,Science,,,
2,,,,,, [missing S/F?]
1,,,,,, [missing S/F?]
